epoch_utc,ra_rad,dec_rad
1741492740.0,5.28725269837712,-0.42684597855715295
1741492800.0,5.287420495074411,-0.42680381590476507
1741492860.0,5.287588283112861,-0.42676164308725684
1741492920.0,5.287756062492193,-0.42671946010658635
1741492980.0,5.287923833212211,-0.4266772669647067
1741493040.0,5.288091595272623,-0.4266350636635779
1741493100.0,5.288259348673252,-0.42659285020515475
1741493160.0,5.288427093413819,-0.4265506265913954
1741493220.0,5.288594829494097,-0.42650839282425473
1741493280.0,5.288762556913877,-0.4264661489056927
1741493340.0,5.288930275672897,-0.426423894837664
1741493400.0,5.289097985770929,-0.42638163062212353
1741493460.0,5.289265687207766,-0.42633935626103125
1741493520.0,5.2894333799831434,-0.4262970717563437
1741493580.0,5.289601064096854,-0.4262547771100173
1741493640.0,5.28976873954867,-0.4262124723240086
1741493700.0,5.289936406338365,-0.42617015740027425
1741493760.0,5.290104064465676,-0.4261278323407705
1741493820.0,5.290271713930429,-0.4260854971474577
1741493880.0,5.290439354732364,-0.42604315182228847
1741493940.0,5.290606986871268,-0.42600079636722493
1741494000.0,5.290774610346917,-0.42595843078421813
1741494060.0,5.290942225159083,-0.4259160550752299
1741494120.0,5.2911098313075575,-0.425873669242215
1741494180.0,5.291277428792112,-0.4258312732871317
1741494240.0,5.2914450176125385,-0.42578886721193476
1741494300.0,5.291612597768592,-0.42574645101858416
1741494360.0,5.291780169260062,-0.4257040247090347
1741494420.0,5.291947732086741,-0.42566158828524464
1741494480.0,5.2921152862484195,-0.4256191417491704
1741494540.0,5.292282831744853,-0.42557668510277213
1741494600.0,5.292450368575848,-0.42553421834800287
1741494660.0,5.292617896741195,-0.42549174148682245
1741494720.0,5.292785416240669,-0.4254492545211857
1741494780.0,5.292952927074059,-0.42540675745305273
1741494840.0,5.293120429241157,-0.42536425028437824
1741494900.0,5.293287922741753,-0.4253217330171222
1741494960.0,5.293455407575637,-0.42527920565323946
1741495020.0,5.293622883742599,-0.4252366681946882
1741495080.0,5.293790351242415,-0.42519412064342493
1741495140.0,5.293957810074907,-0.4251515630014097
1741495200.0,5.294125260239868,-0.4251089952705956
1741495260.0,5.294292701737068,-0.4250664174529425
1741495320.0,5.294460134566302,-0.42502382955040874
1741495380.0,5.2946275587273925,-0.42498123156495077
1741495440.0,5.29479497422013,-0.4249386234985234
1741495500.0,5.294962381044289,-0.4248960053530884
1741495560.0,5.295129779199694,-0.42485337713059884
1741495620.0,5.295297168686137,-0.4248107388330163
1741495680.0,5.295464549503424,-0.42476809046229397
1741495740.0,5.29563192165133,-0.4247254320203935
1741495800.0,5.295799285129695,-0.4246827635092697
1741495860.0,5.295966639938296,-0.42464008493087907
1741495920.0,5.2961339860769545,-0.42459739628718346
1741495980.0,5.296301323545464,-0.4245546975801357
1741496040.0,5.296468652343632,-0.42451198881169416
1741496100.0,5.2966359724712655,-0.4244692699838189
1741496160.0,5.296803283928174,-0.42442654109846634
1741496220.0,5.296970586714146,-0.424383802157593
1741496280.0,5.297137880829043,-0.42434105316315723
1741496340.0,5.297305166272621,-0.42429829411711545
1741496400.0,5.297472443044706,-0.42425552502142766
1741496460.0,5.297639711145122,-0.42421274587804697
1741496520.0,5.297806970573677,-0.42416995668893676
1741496580.0,5.29797422133018,-0.42412715745605023
1741496640.0,5.298141463414456,-0.42408434818134716
1741496700.0,5.298308696826297,-0.4240415288667825
1741496760.0,5.298475921565543,-0.42399869951431784
1741496820.0,5.298643137631986,-0.42395586012590813
1741496880.0,5.298810345025487,-0.4239130107035115
1741496940.0,5.29897754374582,-0.4238701512490862
1741497000.0,5.299144733792825,-0.4238272817645889
1741497060.0,5.299311915166312,-0.42378440225197944
1741497120.0,5.299479087866123,-0.42374151271321087
1741497180.0,5.299646251892049,-0.42369861315024676
1741497240.0,5.299813407243934,-0.42365570356504006
1741497300.0,5.299980553921619,-0.4236127839595508
1741497360.0,5.300147691924878,-0.4235698543357356
1741497420.0,5.300314821253572,-0.4235269146955542
1741497480.0,5.3004819419075435,-0.42348396504096164
1741497540.0,5.300649053886564,-0.42344100537391605
1741497600.0,5.300816157190514,-0.42339803569637746
1741497660.0,5.3009832518192,-0.4233550560103023
1741497720.0,5.301150337772465,-0.4233120663176473
1741497780.0,5.301317415050116,-0.4232690666203705
1741497840.0,5.301484483651999,-0.42322605692043025
1741497900.0,5.301651543577936,-0.42318303721978484
1741497960.0,5.3018185948277905,-0.42314000752039244
1741498020.0,5.301985637401367,-0.42309696782420786
1741498080.0,5.3021526712984945,-0.4230539181331929
1741498140.0,5.302319696519032,-0.42301085844930053
1741498200.0,5.3024867130628035,-0.42296778877449426
1741498260.0,5.302653720929653,-0.4229247091107271
1741498320.0,5.302820720119425,-0.4228816194599591
1741498380.0,5.302987710631943,-0.4228385198241467
1741498440.0,5.303154692467032,-0.42279541020525
1741498500.0,5.303321665624573,-0.42275229060522546
1741498560.0,5.303488630104388,-0.4227091610260313
1741498620.0,5.303655585906304,-0.42266602146962406
1741498680.0,5.303822533030198,-0.42262287193796205
1741498740.0,5.303989471475878,-0.4225797124330035
1741498800.0,5.304156401243207,-0.4225365429567067
1741498860.0,5.304323322332042,-0.42249336351102973
1741498920.0,5.304490234742211,-0.42245017409792934
1741498980.0,5.304657138473573,-0.42240697471936195
1741499040.0,5.3048240335259695,-0.42236376537728926
1741499100.0,5.304990919899247,-0.42232054607366615
1741499160.0,5.305157797593263,-0.4222773168104525
1741499220.0,5.305324666607879,-0.4222340775896032
1741499280.0,5.3054915269429195,-0.4221908284130799
1741499340.0,5.305658378598246,-0.42214756928283753
1741499400.0,5.30582522157372,-0.42210430020083406
1741499460.0,5.305992055869199,-0.42206102116902977
1741499520.0,5.306158881484545,-0.42201773218938105
1741499580.0,5.306325698419584,-0.4219744332638444
1741499640.0,5.306492506674192,-0.4219311243943799
